id,images,order,geometry,represents,category,subcategory,notes,Primary Name - Japanese,Primary Name - English Translation,Primary Name - Hiragana Reading,Primary Name - Romaji,Primary Name - English Substitutions for Kanji,Secondary Name - Japanese,Secondary Name - English Translation,Secondary Name - Hiragana Reading,Secondary Name - Romaji,Secondary Name - English Substitutions for Kanji,Tertiary Name - Japanese,Tertiary Name - English Translation,Tertiary Name - Hiragana Reading,Tertiary Name - Romaji,Tertiary Name - English Substitutions for Kanji,Quaternary Name - Japanese,Quaternary Name - English Translation,Quaternary Name - Hiragana Reading,Quaternary Name - Romaji,Quaternary Name - English Substitutions for Kanji,Quinternary Name - Japanese,Quinternary Name - English Translation,Quinternary Name - Hiragana Reading,Quinternary Name - Romaji,Quinternary Name - English Substitutions for Kanji
145,"145e.png (https://dl.airtable.com/cNYFgfzORjmiZriS6b5D_145e.png),145.png (https://dl.airtable.com/rkW1cxewSmuiM68z9dfF_145.png),145d.png (https://dl.airtable.com/pwQDR5W0TZeQF3n7ZcIX_145d.png),145b.png (https://dl.airtable.com/oOVPtwgSShCufuyCZ06x_145b.png),145c.png (https://dl.airtable.com/KmyiHYoAQBKaUF6URrcY_145c.png)",49,"basic element - 6 - hexagon,basic element - line - non-straight - zig-zag,element - U-shaped - chevron,element - zig-zag line with spokes,repetition - stripe","weapon - arrow,animal - bird,body part - epidermis - other",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,arrow feathers / 矢羽根 / やばね / yabane,,矢羽根,arrow feathers,やばね,yabane,arrow feather root,矢絣,"arrow ""kasuri""",やがすり,ya gasuri,arrow splash,矢羽根縞,arrow feather stripes,やばねしま,yabane shima,arrow feather root stripe,鏃,arrowhead,やじり,yajiri,arrowhead,,,,,
169,"169b.png (https://dl.airtable.com/eaeR3Q95QeGfbUncdv4z_169b.png),169.png (https://dl.airtable.com/5Uyzox06S9bLVGyvzKQy_169.png)",50,"basic element - line - non-straight - zig-zag,element - zig-zag line with spokes,repetition - stripe","animal - tortoise,body part - epidermis - other",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,arrow feathers / 矢羽根 / やばね / yabane,,向い亀甲,opposing tortoise shell,むかいきっこう,mukai kikkō,opposite tortoise shell,綴り亀甲,spelling tortoise shell,つづりきっこう,tuzuri kikkō,spell tortoise shell,,,,,,,,,,,,,,,
529,"529.png (https://dl.airtable.com/5KoGYMTQQpSgGPJAeWcv_529.png),529b.png (https://dl.airtable.com/Tq32vfc3TnuUq7QKPmem_529b.png)",51,"element - zig-zag line with spokes,basic element - 2 - bar / dash",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,arrow feathers / 矢羽根 / やばね / yabane,,行きつ戻りつ,back and forth,ゆきつもどりつ,yukitsu modoritsu,go turn-back,,,,,,,,,,,,,,,,,,,,
276,276.png (https://dl.airtable.com/fXZlMFS9aXmBKwOECmkA_276.png),52,"basic element - line - non-straight - zig-zag,element - zig-zag line with spokes,repetition - stripe",animal - bird,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,arrow feathers / 矢羽根 / やばね / yabane,,千羽烏,string of one thousand origami crows,せんばがらす,semba garasu,thousand feather crow,,,,,,,,,,,,,,,,,,,,
208,208.png (https://dl.airtable.com/GQ2cBjgYSjuSrjBelgZH_208.png),53,"basic element - line - non-straight - zig-zag,element - zig-zag line with spokes,repetition - stripe","animal - bird,body part - epidermis - other",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,arrow feathers / 矢羽根 / やばね / yabane,,鷹の羽,hawk feathers,たかのはね,taka no hane,hawk feather,,,,,,,,,,,,,,,,,,,,
211,211.png (https://dl.airtable.com/ONwpJxVUQuiXXUoxSCzV_211.png),54,"basic element - line - non-straight - zig-zag,repetition - stripe",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mountain path / 山道 / やまみち / yama michi,,段繋ぎ,linked steps,だんつなぎ,dan tsunagi,step link,,,,,,,,,,,,,,,,,,,,
150,"150b.png (https://dl.airtable.com/wkDMnJCNQjGBDxRm8ds6_150b.png),150.png (https://dl.airtable.com/24rOtwVcTajyufZzwOnA_150.png)",55,"basic element - line - non-straight - zig-zag,repetition - stripe",mountain,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mountain path / 山道 / やまみち / yama michi,,山道,mountain path,やまみち,yama michi,mountain road,山路,mountain path,やまじ,yama ji,mountain route,雁木,zig-zag,がんぎ,gangi,goose tree,,,,,,,,,,
151,151.png (https://dl.airtable.com/CsBilBJlS3u60BGMdpLU_151.png),56,"basic element - line - non-straight - zig-zag,repetition - stripe",mountain,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mountain path / 山道 / やまみち / yama michi,,平山道,flat mountain path,ひらやまみち,hira yama michi,flat mountain road,,,,,,,,,,,,,,,,,,,,
171,171.png (https://dl.airtable.com/cXhBgQsRe2gpIrYaOqqt_171.png),57,"basic element - line - non-straight - zig-zag,element - zig-zag line with spokes,repetition - stripe","animal - tortoise,body part - flower,body part - epidermis - other,plant - other",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mountain path / 山道 / やまみち / yama michi,,花入り向い亀甲,opposing tortoise shell with inserted flower,はなはいりむかいきっこう,hana hairi mukai kikkō,flower enter opposite tortoise shell,,,,,,,,,,,,,,,,,,,,
104,"104.png (https://dl.airtable.com/aL0XwFY2RCmeDDtLbnFH_104.png),104b.png (https://dl.airtable.com/50tWw86ETS2A3FTXz49Z_104b.png),104c.png (https://dl.airtable.com/ZfanWJmQj2vilA0fIY1O_104c.png)",58,repetition - stripe,,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,木賊縞,horsetail stripes,とくさじま,tokusa jima,tree thief stripe,,,,,,,,,,,,,,,,,,,,
96,96.png (https://dl.airtable.com/gfS8uJrQQuC1J3F73iXM_96.png),59,"basic element - line - non-straight - other,repetition - stripe",plant - bamboo,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,竹縞,bamboo stripes,たけじま,take jima,bamboo stripe,,,,,,,,,,,,,,,,,,,,
193,193.png (https://dl.airtable.com/yoMDUe2tTaCxiRYxWsBS_193.png),60,"element - hash / lattice - other,repetition - stripe",well,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,井絣,"well ""kasuri""",いがすり,i gasuri,well splash,,,,,,,,,,,,,,,,,,,,
75,75.png (https://dl.airtable.com/YBaSpFCkTUWabkBYI5A0_75.png),61,"basic element - 1 - ring / circle / dot,aspect - of four - cluster,basic element - 2 - bar / dash,repetition - stripe",water - liquid,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,宇治川,Uji river,うじがわ,uji gawa,roof reign river,,,,,,,,,,,,,,,,,,,,
521,"521b.png (https://dl.airtable.com/Gpljtyj6SW6I5cUpcg2J_521b.png),521.png (https://dl.airtable.com/9O0V9WSTTFq0kOOtY3dP_521.png)",62,,character,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,文の字繋ぎ,"linked Japanese character for ""letter""",ふみのじつなぎ,fumi no ji tsunagi,letter character link,,,,,,,,,,,,,,,,,,,,
523,523.png (https://dl.airtable.com/tuy03nKNTYyVDNRwpTbw_523.png),63,"element - curl,basic element - line - non-straight - non-wavy curved,element - U-shaped - other",plant - hollyhock,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,懸葵,hanging hollyhock,かけあおい,kake aoi,hang hollyhock,,,,,,,,,,,,,,,,,,,,
32,32.png (https://dl.airtable.com/a9LZegJ6SDqhhZ1ekbyz_32.png),64,"basic element - 1 - ring / circle / dot,element - curl,repetition - stripe","treasure / money,ring",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,瓔珞,necklace,ようらく,yōraku,necklace necklace,輪宝,ring treasure,りんぽう,rimpō,ring treasure,,,,,,,,,,,,,,,
123,123.png (https://dl.airtable.com/2pCG2svoRHykukBhLf5u_123.png),65,"aspect - concentricity,repetition - stripe",water - liquid,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,alternating stripes / 互い違い縞 / たがいちがいじま / tagaichigaijima,,観世水,Kanze water,かんぜすい,kanze sui,appearance world water,,,,,,,,,,,,,,,,,,,,
536,536.png (https://dl.airtable.com/YrBpe5HYSsvyIwve1zFg_536.png),66,"element - swastika / pinwheel / spiral,repetition - stripe","animal - other,lightning",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,drifting stripes / 漂い縞 / たどいしま / tadoi shima,,釣稲妻,fish hook lightning bolt,つりいなずま,tsuri inazuma,angling rice-plant wife,,,,,,,,,,,,,,,,,,,,
539,539.png (https://dl.airtable.com/nW1qlpAoRWKQMzzMN53K_539.png),67,"element - swastika / pinwheel / spiral,repetition - stripe",plant - wisteria,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,drifting stripes / 漂い縞 / たどいしま / tadoi shima,,螺の藤種,wisteria seed screw,ねじのふじたね,neji no fuji tane,screw wisteria seed,,,,,,,,,,,,,,,,,,,,
540,540.png (https://dl.airtable.com/n3uuuhlDQLCdA2VbCE1L_540.png),68,"repetition - stripe,element - star - cross,element - H-with-bridge",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,drifting stripes / 漂い縞 / たどいしま / tadoi shima,,唐様の障子の組方,arabesque paper sliding door construction,からようのしょうじのくみかた,karayō no shōji no kumikata,arabesque style hinder child braid direction,唐様障子,arabesque paper sliding door,からようしょうじ,karayō shōji,arabesque style hinder child,,,,,,,,,,,,,,,
546,546.png (https://dl.airtable.com/hAHBTh5dTBy4GECR0ZL2_546.png),69,"element - star - cross,element - H-with-bridge",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,drifting stripes / 漂い縞 / たどいしま / tadoi shima,,流し十字,flowing crosses,ながしじゅうじ,nagashi jūji,flow cross,,,,,,,,,,,,,,,,,,,,
559,559.png (https://dl.airtable.com/ulEM7FNXRfCfWRpIfflQ_559.png),70,"element - bent wire with curly ends,""aspect - alternating - over, under""",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,drifting stripes / 漂い縞 / たどいしま / tadoi shima,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
433,433.png (https://dl.airtable.com/6sS1QUUeSLeFfW5qrUdg_433.png),71,"basic element - 4 - square,aspect - concentricity,repetition - stripe",container - measuring,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,枡繋ぎ,linked measuring containers,ますつなぎ,masu tsunagi,measuring-container link,,,,,,,,,,,,,,,,,,,,
301,"301b.png (https://dl.airtable.com/73mfCt2ZSbedwozb6m3m_301b.png),301.png (https://dl.airtable.com/uWHHK3LTy2ymfPLNTYrc_301.png)",72,repetition - stripe,tool - abacus,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,算盤縞,abacus stripe,そろばんじま,soroban jima,count grid stripe,算盤,abacus,そろばん,soroban,count grid,算盤玉,abacus bead,そろばんだま,soroban dama,count grid sphere,,,,,,,,,,
165,165.png (https://dl.airtable.com/hQURzbwSqKzhVRqizFJG_165.png),73,"basic element - 4 - square,aspect - empty / outline,aspect - interjected lines / striation,repetition - stripe","tool - pincer,die",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,釘抜繋ぎ,linked pincers,くぎぬきつなぎ,kugineki tsunagi,nail remove link,賽の目繋ぎ,linked pips,さいのめつなぎ,sai no me tsunagi,die eye link,,,,,,,,,,,,,,,
164,"164d.png (https://dl.airtable.com/62jhClRIRIm2Uqu5bbve_164d.png),164b.png (https://dl.airtable.com/yPs2CuAUSE2eHOdVXeEG_164b.png),164.png (https://dl.airtable.com/Lkf3xt5yQTafIcjdWznM_164.png),164e.png (https://dl.airtable.com/tF5dTqRmQZaUmdYzfsse_164e.png),164c.png (https://dl.airtable.com/YbbRkdVTDK1vLAN8Sj6I_164c.png)",74,"""aspect - alternating - over, under"",aspect - empty / outline,repetition - stripe",tool - pincer,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,吉原,Yoshiwara,よしわら,yoshiwara,good-luck prairie,,,,,,,,,,,,,,,,,,,,
119,"119.png (https://dl.airtable.com/qQPIWEbCS7jlMorfUfR4_119.png),119b.png (https://dl.airtable.com/0i2yYlMTWJ9d9xgi7Tgp_119b.png)",75,"basic element - 1 - ring / circle / dot,polyelement - line through rings / dots,polyelement - linked rings,""aspect - alternating - over, under"",aspect - interjected lines / striation,aspect - overlapping circles - other,repetition - stripe",ring,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,曲輪繋ぎ,linked castle keeps,くるわつなぎ,kuru wa tsunagi,bend ring link,輪違繋ぎ,linked interlocked rings,わちがいつなぎ,wa chigai tsunagi,ring staggered link,輪繋ぎ,linked rings,わつなぎ,wa tsunagi,ring link,,,,,,,,,,
118,118.png (https://dl.airtable.com/StcfLtiR1eVEIKKMjHEA_118.png),76,"aspect - interjected lines / striation,element - curl,repetition - stripe,element - U-shaped - other",tool - kettle,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,鐶縞,kettle handle stripe,かんじま,kan jima,kettle-handle stripe,鐶繋ぎ,linked kettle handles,かんつなぎ,kan tsunagi,kettle-handle link,芝翫縞,Shikan stripe,しかんじま,shikan jima,lawn play stripe,,,,,,,,,,
117,"117.png (https://dl.airtable.com/5ndydJ0RJq2JnN9PZnxw_117.png),117b.png (https://dl.airtable.com/WmbaPxqMRvCmr8E4Xhvl_117b.png)",77,"basic element - line - non-straight - wavy,element - curl,repetition - stripe,element - U-shaped - other",tool - kettle,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,鐶繋ぎ,linked kettle handles,かんつなぎ,kan tsunagi,kettle-handle link,,,,,,,,,,,,,,,,,,,,
544,544.png (https://dl.airtable.com/n6PL6jiQIiNJa1rBrKRg_544.png),78,"repetition - stripe,element - U-shaped - arc / annular sector",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,瓦小口,roof tile gap,かわらこぐち,kawara koguchi,roof-tile little mouth,,,,,,,,,,,,,,,,,,,,
538,538.png (https://dl.airtable.com/5lSitwXXR222ZqL17FMN_538.png),79,"element - O-shaped - stadium,basic element - 4 - rhombus,repetition - stripe",plant - wisteria,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,linked stripes / 繋ぎ縞 / つなぎじま / tsunagijima,,藤種,wisteria seed,ふじたね,fuji tane,wisteria seed,,,,,,,,,,,,,,,,,,,,
335,335.png (https://dl.airtable.com/leWiKTSU6QrNSD8F4HZQ_335.png),80,"basic element - line - straight,repetition - stripe","animal - horse,tool - rope,body part - hand",pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,plain stripes / 普通縞 / ふつうじま / futsūjima,,手綱,reins,たづな,tazuna,hand rope,,,,,,,,,,,,,,,,,,,,
76,76.png (https://dl.airtable.com/zR1SAYuGSamg6YRqEiSq_76.png),81,"basic element - line - non-straight - other,repetition - stripe",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,plain stripes / 普通縞 / ふつうじま / futsūjima,,乱調間道,disorderly striped fabric,らんちょうかんどう,ranchō kandō,disorder tone interval road,蹌踉縞,stumbling stripes,よろけじま,yoroke jima,stagger falter stripe,,,,,,,,,,,,,,,
